date_key,full_date,year,quarter,month,day,weekday
496,2012-03-23,2012,Q1,03,23,Friday
497,2014-05-28,2014,Q2,05,28,Wednesday
498,2013-01-22,2013,Q1,01,22,Tuesday
499,2014-12-09,2014,Q4,12,9,Tuesday
500,2012-11-02,2012,Q4,11,2,Friday
501,2015-06-16,2015,Q2,06,16,Tuesday
502,2014-07-15,2014,Q3,07,15,Tuesday
503,2013-09-14,2013,Q3,09,14,Saturday
504,2012-09-02,2012,Q3,09,2,Sunday
505,2013-08-21,2013,Q3,08,21,Wednesday
506,2015-03-24,2015,Q1,03,24,Tuesday
507,2016-01-05,2016,Q1,01,5,Tuesday
508,2012-03-01,2012,Q1,03,1,Thursday
509,2013-10-14,2013,Q4,10,14,Monday
510,2013-11-27,2013,Q4,11,27,Wednesday
511,2012-04-20,2012,Q2,04,20,Friday
512,2015-10-20,2015,Q4,10,20,Tuesday
513,2012-06-22,2012,Q2,06,22,Friday
514,2014-04-17,2014,Q2,04,17,Thursday
515,2012-01-12,2012,Q1,01,12,Thursday
516,2013-02-06,2013,Q1,02,6,Wednesday
517,2013-09-02,2013,Q3,09,2,Monday
518,2013-02-07,2013,Q1,02,7,Thursday
519,2012-11-29,2012,Q4,11,29,Thursday
520,2014-06-07,2014,Q2,06,7,Saturday
521,2013-09-13,2013,Q3,09,13,Friday
522,2015-08-26,2015,Q3,08,26,Wednesday
523,2013-08-16,2013,Q3,08,16,Friday
524,2012-12-09,2012,Q4,12,9,Sunday
525,2014-07-09,2014,Q3,07,9,Wednesday
526,2013-12-29,2013,Q4,12,29,Sunday
527,2015-11-02,2015,Q4,11,2,Monday
528,2015-11-10,2015,Q4,11,10,Tuesday
529,2014-05-07,2014,Q2,05,7,Wednesday
530,2013-02-13,2013,Q1,02,13,Wednesday
531,2012-12-05,2012,Q4,12,5,Wednesday
532,2013-08-23,2013,Q3,08,23,Friday
533,2015-02-03,2015,Q1,02,3,Tuesday
534,2012-07-01,2012,Q3,07,1,Sunday
535,2013-07-19,2013,Q3,07,19,Friday
536,2015-05-11,2015,Q2,05,11,Monday
537,2015-09-22,2015,Q3,09,22,Tuesday
538,2015-09-08,2015,Q3,09,8,Tuesday
539,2012-07-23,2012,Q3,07,23,Monday
540,2014-06-20,2014,Q2,06,20,Friday
541,2012-01-08,2012,Q1,01,8,Sunday
542,2014-08-23,2014,Q3,08,23,Saturday
543,2012-12-12,2012,Q4,12,12,Wednesday
544,2012-09-19,2012,Q3,09,19,Wednesday
545,2013-12-22,2013,Q4,12,22,Sunday
546,2013-05-13,2013,Q2,05,13,Monday
547,2014-06-24,2014,Q2,06,24,Tuesday
548,2015-11-15,2015,Q4,11,15,Sunday
549,2013-07-28,2013,Q3,07,28,Sunday
550,2012-09-01,2012,Q3,09,1,Saturday
551,2012-10-12,2012,Q4,10,12,Friday
552,2015-10-29,2015,Q4,10,29,Thursday
553,2013-03-09,2013,Q1,03,9,Saturday
554,2014-07-17,2014,Q3,07,17,Thursday
555,2015-10-04,2015,Q4,10,4,Sunday
556,2015-07-13,2015,Q3,07,13,Monday
557,2015-01-11,2015,Q1,01,11,Sunday
558,2012-12-24,2012,Q4,12,24,Monday
559,2013-06-18,2013,Q2,06,18,Tuesday
560,2014-11-16,2014,Q4,11,16,Sunday
561,2012-07-30,2012,Q3,07,30,Monday
562,2012-01-18,2012,Q1,01,18,Wednesday
563,2013-05-19,2013,Q2,05,19,Sunday
564,2013-04-23,2013,Q2,04,23,Tuesday
565,2013-08-15,2013,Q3,08,15,Thursday
566,2015-07-02,2015,Q3,07,2,Thursday
567,2013-05-01,2013,Q2,05,1,Wednesday
568,2012-12-25,2012,Q4,12,25,Tuesday
569,2012-08-11,2012,Q3,08,11,Saturday
570,2015-12-02,2015,Q4,12,2,Wednesday
571,2013-10-09,2013,Q4,10,9,Wednesday
572,2012-05-23,2012,Q2,05,23,Wednesday
573,2014-12-20,2014,Q4,12,20,Saturday
574,2012-12-10,2012,Q4,12,10,Monday
575,2014-12-19,2014,Q4,12,19,Friday
576,2013-03-12,2013,Q1,03,12,Tuesday
577,2012-10-02,2012,Q4,10,2,Tuesday
578,2013-04-14,2013,Q2,04,14,Sunday
579,2012-11-05,2012,Q4,11,5,Monday
580,2014-10-29,2014,Q4,10,29,Wednesday
581,2013-01-02,2013,Q1,01,2,Wednesday
582,2014-09-14,2014,Q3,09,14,Sunday
583,2014-10-13,2014,Q4,10,13,Monday
584,2012-06-11,2012,Q2,06,11,Monday
585,2012-08-25,2012,Q3,08,25,Saturday
586,2015-06-23,2015,Q2,06,23,Tuesday
587,2015-09-06,2015,Q3,09,6,Sunday
588,2015-06-20,2015,Q2,06,20,Saturday
589,2015-11-12,2015,Q4,11,12,Thursday
590,2015-05-18,2015,Q2,05,18,Monday
591,2013-07-29,2013,Q3,07,29,Monday
592,2014-02-27,2014,Q1,02,27,Thursday
593,2013-01-12,2013,Q1,01,12,Saturday
594,2015-04-15,2015,Q2,04,15,Wednesday
595,2014-11-01,2014,Q4,11,1,Saturday
596,2013-04-16,2013,Q2,04,16,Tuesday
597,2015-02-23,2015,Q1,02,23,Monday
598,2013-02-22,2013,Q1,02,22,Friday
599,2016-01-01,2016,Q1,01,1,Friday
600,2013-09-28,2013,Q3,09,28,Saturday
601,2012-04-28,2012,Q2,04,28,Saturday
602,2015-03-29,2015,Q1,03,29,Sunday
603,2012-08-24,2012,Q3,08,24,Friday
604,2014-10-27,2014,Q4,10,27,Monday
605,2015-03-19,2015,Q1,03,19,Thursday
606,2015-07-28,2015,Q3,07,28,Tuesday
607,2013-12-07,2013,Q4,12,7,Saturday
608,2013-03-26,2013,Q1,03,26,Tuesday
609,2016-01-06,2016,Q1,01,6,Wednesday
610,2013-04-01,2013,Q2,04,1,Monday
611,2012-05-30,2012,Q2,05,30,Wednesday
612,2015-02-02,2015,Q1,02,2,Monday
613,2012-06-15,2012,Q2,06,15,Friday
614,2013-08-28,2013,Q3,08,28,Wednesday
615,2015-07-11,2015,Q3,07,11,Saturday
616,2014-08-21,2014,Q3,08,21,Thursday
617,2013-02-25,2013,Q1,02,25,Monday
618,2014-02-28,2014,Q1,02,28,Friday
619,2015-05-19,2015,Q2,05,19,Tuesday
620,2014-01-08,2014,Q1,01,8,Wednesday
621,2015-10-02,2015,Q4,10,2,Friday
622,2012-10-15,2012,Q4,10,15,Monday
623,2015-04-11,2015,Q2,04,11,Saturday
624,2013-11-16,2013,Q4,11,16,Saturday
625,2012-01-23,2012,Q1,01,23,Monday
626,2012-05-25,2012,Q2,05,25,Friday
627,2015-10-27,2015,Q4,10,27,Tuesday
628,2012-02-14,2012,Q1,02,14,Tuesday
629,2013-02-04,2013,Q1,02,4,Monday
630,2013-11-13,2013,Q4,11,13,Wednesday
631,2015-01-21,2015,Q1,01,21,Wednesday
632,2012-05-16,2012,Q2,05,16,Wednesday
633,2012-10-08,2012,Q4,10,8,Monday
634,2012-04-29,2012,Q2,04,29,Sunday
635,2013-07-23,2013,Q3,07,23,Tuesday
636,2015-12-17,2015,Q4,12,17,Thursday
637,2013-07-22,2013,Q3,07,22,Monday
638,2015-03-31,2015,Q1,03,31,Tuesday
639,2014-08-10,2014,Q3,08,10,Sunday
640,2014-02-07,2014,Q1,02,7,Friday
641,2012-02-27,2012,Q1,02,27,Monday
642,2015-02-28,2015,Q1,02,28,Saturday
643,2012-12-03,2012,Q4,12,3,Monday
644,2015-08-14,2015,Q3,08,14,Friday
645,2013-03-13,2013,Q1,03,13,Wednesday
646,2013-01-31,2013,Q1,01,31,Thursday
647,2013-11-17,2013,Q4,11,17,Sunday
648,2014-04-24,2014,Q2,04,24,Thursday
649,2012-07-29,2012,Q3,07,29,Sunday
650,2013-05-27,2013,Q2,05,27,Monday
651,2015-11-29,2015,Q4,11,29,Sunday
652,2015-08-20,2015,Q3,08,20,Thursday
653,2012-05-18,2012,Q2,05,18,Friday
654,2012-08-26,2012,Q3,08,26,Sunday
655,2013-01-26,2013,Q1,01,26,Saturday
656,2012-01-15,2012,Q1,01,15,Sunday
657,2012-09-26,2012,Q3,09,26,Wednesday
658,2013-05-30,2013,Q2,05,30,Thursday
659,2012-05-09,2012,Q2,05,9,Wednesday
660,2014-07-03,2014,Q3,07,3,Thursday
661,2015-02-17,2015,Q1,02,17,Tuesday
662,2012-10-19,2012,Q4,10,19,Friday
663,2015-06-24,2015,Q2,06,24,Wednesday
664,2012-03-26,2012,Q1,03,26,Monday
665,2013-06-23,2013,Q2,06,23,Sunday
666,2013-06-28,2013,Q2,06,28,Friday
667,2015-11-30,2015,Q4,11,30,Monday
668,2013-10-20,2013,Q4,10,20,Sunday
669,2013-01-06,2013,Q1,01,6,Sunday
670,2015-08-04,2015,Q3,08,4,Tuesday
671,2012-11-17,2012,Q4,11,17,Saturday
672,2015-05-07,2015,Q2,05,7,Thursday
673,2015-02-18,2015,Q1,02,18,Wednesday
674,2015-04-29,2015,Q2,04,29,Wednesday
675,2012-07-03,2012,Q3,07,3,Tuesday
676,2014-06-03,2014,Q2,06,3,Tuesday
677,2015-12-05,2015,Q4,12,5,Saturday
678,2013-01-20,2013,Q1,01,20,Sunday
679,2013-07-06,2013,Q3,07,6,Saturday
680,2012-09-23,2012,Q3,09,23,Sunday
681,2014-08-22,2014,Q3,08,22,Friday
682,2015-09-15,2015,Q3,09,15,Tuesday
683,2014-09-25,2014,Q3,09,25,Thursday
684,2014-07-08,2014,Q3,07,8,Tuesday
685,2013-01-08,2013,Q1,01,8,Tuesday
686,2015-11-21,2015,Q4,11,21,Saturday
687,2012-07-07,2012,Q3,07,7,Saturday
688,2014-12-13,2014,Q4,12,13,Saturday
689,2014-09-21,2014,Q3,09,21,Sunday
690,2014-11-30,2014,Q4,11,30,Sunday
691,2014-12-06,2014,Q4,12,6,Saturday
692,2014-09-10,2014,Q3,09,10,Wednesday
693,2013-04-13,2013,Q2,04,13,Saturday
694,2014-10-18,2014,Q4,10,18,Saturday
695,2014-05-27,2014,Q2,05,27,Tuesday
696,2015-08-16,2015,Q3,08,16,Sunday
697,2014-03-06,2014,Q1,03,6,Thursday
698,2014-07-14,2014,Q3,07,14,Monday
699,2012-09-05,2012,Q3,09,5,Wednesday
700,2015-02-10,2015,Q1,02,10,Tuesday
701,2013-07-09,2013,Q3,07,9,Tuesday
702,2015-11-16,2015,Q4,11,16,Monday
703,2015-08-01,2015,Q3,08,1,Saturday
704,2012-11-10,2012,Q4,11,10,Saturday
705,2014-08-24,2014,Q3,08,24,Sunday
706,2015-12-01,2015,Q4,12,1,Tuesday
707,2014-09-23,2014,Q3,09,23,Tuesday
708,2012-09-04,2012,Q3,09,4,Tuesday
709,2015-12-14,2015,Q4,12,14,Monday
710,2015-01-29,2015,Q1,01,29,Thursday
711,2014-07-23,2014,Q3,07,23,Wednesday
712,2015-06-06,2015,Q2,06,6,Saturday
713,2012-10-23,2012,Q4,10,23,Tuesday
714,2014-02-01,2014,Q1,02,1,Saturday
715,2014-04-18,2014,Q2,04,18,Friday
716,2012-02-07,2012,Q1,02,7,Tuesday
717,2012-11-04,2012,Q4,11,4,Sunday
718,2012-01-28,2012,Q1,01,28,Saturday
719,2014-04-28,2014,Q2,04,28,Monday
720,2014-05-03,2014,Q2,05,3,Saturday
721,2013-05-25,2013,Q2,05,25,Saturday
722,2013-11-18,2013,Q4,11,18,Monday
723,2013-01-23,2013,Q1,01,23,Wednesday
724,2014-05-26,2014,Q2,05,26,Monday
725,2015-08-15,2015,Q3,08,15,Saturday
726,2015-04-05,2015,Q2,04,5,Sunday
727,2012-09-30,2012,Q3,09,30,Sunday
728,2013-07-10,2013,Q3,07,10,Wednesday
729,2013-05-20,2013,Q2,05,20,Monday
730,2014-05-09,2014,Q2,05,9,Friday
731,2012-07-15,2012,Q3,07,15,Sunday
732,2013-05-26,2013,Q2,05,26,Sunday
733,2016-01-03,2016,Q1,01,3,Sunday
734,2012-03-05,2012,Q1,03,5,Monday
735,2013-04-30,2013,Q2,04,30,Tuesday
736,2015-11-17,2015,Q4,11,17,Tuesday
737,2015-07-09,2015,Q3,07,9,Thursday
738,2015-03-12,2015,Q1,03,12,Thursday
739,2013-06-10,2013,Q2,06,10,Monday
740,2014-01-03,2014,Q1,01,3,Friday
741,2015-10-24,2015,Q4,10,24,Saturday
742,2013-12-03,2013,Q4,12,3,Tuesday
743,2015-07-16,2015,Q3,07,16,Thursday
744,2012-03-13,2012,Q1,03,13,Tuesday
745,2013-03-31,2013,Q1,03,31,Sunday
746,2012-06-05,2012,Q2,06,5,Tuesday
747,2014-09-11,2014,Q3,09,11,Thursday
748,2013-06-26,2013,Q2,06,26,Wednesday
749,2015-08-07,2015,Q3,08,7,Friday
750,2014-03-30,2014,Q1,03,30,Sunday
751,2012-09-14,2012,Q3,09,14,Friday
752,2014-12-05,2014,Q4,12,5,Friday
753,2014-05-14,2014,Q2,05,14,Wednesday
754,2013-11-08,2013,Q4,11,8,Friday
755,2012-02-18,2012,Q1,02,18,Saturday
756,2014-11-07,2014,Q4,11,7,Friday
757,2012-02-22,2012,Q1,02,22,Wednesday
758,2012-01-27,2012,Q1,01,27,Friday
759,2013-12-05,2013,Q4,12,5,Thursday
760,2015-02-08,2015,Q1,02,8,Sunday
761,2013-08-02,2013,Q3,08,2,Friday
762,2015-09-03,2015,Q3,09,3,Thursday
763,2014-09-20,2014,Q3,09,20,Saturday
764,2014-03-13,2014,Q1,03,13,Thursday
765,2012-12-11,2012,Q4,12,11,Tuesday
766,2015-10-19,2015,Q4,10,19,Monday
767,2012-01-01,2012,Q1,01,1,Sunday
768,2012-04-27,2012,Q2,04,27,Friday
769,2013-11-05,2013,Q4,11,5,Tuesday
770,2015-03-16,2015,Q1,03,16,Monday
771,2013-04-25,2013,Q2,04,25,Thursday
772,2013-02-01,2013,Q1,02,1,Friday
773,2012-07-21,2012,Q3,07,21,Saturday
774,2012-10-29,2012,Q4,10,29,Monday
775,2014-03-21,2014,Q1,03,21,Friday
776,2013-09-30,2013,Q3,09,30,Monday
777,2014-05-18,2014,Q2,05,18,Sunday
778,2012-03-14,2012,Q1,03,14,Wednesday
779,2015-09-16,2015,Q3,09,16,Wednesday
780,2013-11-12,2013,Q4,11,12,Tuesday
781,2015-02-15,2015,Q1,02,15,Sunday
782,2015-03-03,2015,Q1,03,3,Tuesday
783,2015-05-02,2015,Q2,05,2,Saturday
784,2013-09-11,2013,Q3,09,11,Wednesday
785,2015-06-03,2015,Q2,06,3,Wednesday
786,2014-01-15,2014,Q1,01,15,Wednesday
787,2014-03-31,2014,Q1,03,31,Monday
788,2015-09-18,2015,Q3,09,18,Friday
789,2012-06-24,2012,Q2,06,24,Sunday
790,2012-03-09,2012,Q1,03,9,Friday
791,2014-02-16,2014,Q1,02,16,Sunday
792,2014-02-10,2014,Q1,02,10,Monday
793,2012-09-20,2012,Q3,09,20,Thursday
794,2012-10-11,2012,Q4,10,11,Thursday
795,2014-11-26,2014,Q4,11,26,Wednesday
796,2013-11-01,2013,Q4,11,1,Friday
797,2015-10-05,2015,Q4,10,5,Monday
798,2013-01-07,2013,Q1,01,7,Monday
799,2015-09-29,2015,Q3,09,29,Tuesday
800,2014-08-14,2014,Q3,08,14,Thursday
801,2012-09-12,2012,Q3,09,12,Wednesday
802,2014-07-27,2014,Q3,07,27,Sunday
803,2013-02-28,2013,Q1,02,28,Thursday
804,2012-12-15,2012,Q4,12,15,Saturday
805,2014-08-29,2014,Q3,08,29,Friday
806,2015-04-04,2015,Q2,04,4,Saturday
807,2015-05-09,2015,Q2,05,9,Saturday
808,2015-04-16,2015,Q2,04,16,Thursday
809,2014-06-05,2014,Q2,06,5,Thursday
810,2015-12-30,2015,Q4,12,30,Wednesday
811,2012-03-29,2012,Q1,03,29,Thursday
812,2014-07-30,2014,Q3,07,30,Wednesday
813,2012-06-26,2012,Q2,06,26,Tuesday
814,2012-03-03,2012,Q1,03,3,Saturday
815,2014-11-13,2014,Q4,11,13,Thursday
816,2013-06-25,2013,Q2,06,25,Tuesday
817,2012-08-27,2012,Q3,08,27,Monday
818,2014-03-24,2014,Q1,03,24,Monday
819,2013-03-07,2013,Q1,03,7,Thursday
820,2015-01-01,2015,Q1,01,1,Thursday
821,2015-03-11,2015,Q1,03,11,Wednesday
822,2013-10-17,2013,Q4,10,17,Thursday
823,2014-12-17,2014,Q4,12,17,Wednesday
824,2012-06-21,2012,Q2,06,21,Thursday
825,2013-09-24,2013,Q3,09,24,Tuesday
826,2015-10-07,2015,Q4,10,7,Wednesday
827,2012-11-01,2012,Q4,11,1,Thursday
828,2012-08-16,2012,Q3,08,16,Thursday
829,2015-05-26,2015,Q2,05,26,Tuesday
830,2015-04-01,2015,Q2,04,1,Wednesday
831,2014-11-22,2014,Q4,11,22,Saturday
832,2015-04-24,2015,Q2,04,24,Friday
833,2013-06-04,2013,Q2,06,4,Tuesday
834,2012-04-17,2012,Q2,04,17,Tuesday
835,2015-04-20,2015,Q2,04,20,Monday
836,2012-07-31,2012,Q3,07,31,Tuesday
837,2014-12-14,2014,Q4,12,14,Sunday
838,2013-10-30,2013,Q4,10,30,Wednesday
839,2014-09-24,2014,Q3,09,24,Wednesday
840,2014-02-22,2014,Q1,02,22,Saturday
841,2014-08-16,2014,Q3,08,16,Saturday
842,2012-09-21,2012,Q3,09,21,Friday
843,2014-06-30,2014,Q2,06,30,Monday
844,2013-09-16,2013,Q3,09,16,Monday
845,2012-02-23,2012,Q1,02,23,Thursday
846,2014-09-26,2014,Q3,09,26,Friday
847,2014-07-29,2014,Q3,07,29,Tuesday
848,2015-11-11,2015,Q4,11,11,Wednesday
849,2015-01-14,2015,Q1,01,14,Wednesday
850,2012-01-10,2012,Q1,01,10,Tuesday
851,2014-04-23,2014,Q2,04,23,Wednesday
852,2013-10-07,2013,Q4,10,7,Monday
853,2012-08-23,2012,Q3,08,23,Thursday
854,2015-05-24,2015,Q2,05,24,Sunday
855,2015-08-03,2015,Q3,08,3,Monday
856,2013-06-11,2013,Q2,06,11,Tuesday
857,2015-03-09,2015,Q1,03,9,Monday
858,2013-03-23,2013,Q1,03,23,Saturday
859,2014-06-10,2014,Q2,06,10,Tuesday
860,2013-05-06,2013,Q2,05,6,Monday
861,2012-03-12,2012,Q1,03,12,Monday
862,2012-05-04,2012,Q2,05,4,Friday
863,2013-10-21,2013,Q4,10,21,Monday
864,2014-12-30,2014,Q4,12,30,Tuesday
865,2012-12-28,2012,Q4,12,28,Friday
866,2015-01-31,2015,Q1,01,31,Saturday
867,2014-10-21,2014,Q4,10,21,Tuesday
868,2015-04-07,2015,Q2,04,7,Tuesday
869,2013-05-23,2013,Q2,05,23,Thursday
870,2014-01-01,2014,Q1,01,1,Wednesday
871,2013-03-24,2013,Q1,03,24,Sunday
872,2015-03-23,2015,Q1,03,23,Monday
873,2013-10-27,2013,Q4,10,27,Sunday
874,2014-06-19,2014,Q2,06,19,Thursday
875,2014-08-13,2014,Q3,08,13,Wednesday
876,2013-03-22,2013,Q1,03,22,Friday
877,2014-07-22,2014,Q3,07,22,Tuesday
878,2014-12-15,2014,Q4,12,15,Monday
879,2014-08-08,2014,Q3,08,8,Friday
880,2013-02-19,2013,Q1,02,19,Tuesday
881,2015-08-27,2015,Q3,08,27,Thursday
882,2012-07-22,2012,Q3,07,22,Sunday
883,2014-11-15,2014,Q4,11,15,Saturday
884,2015-08-10,2015,Q3,08,10,Monday
885,2014-07-26,2014,Q3,07,26,Saturday
886,2013-07-31,2013,Q3,07,31,Wednesday
887,2014-09-05,2014,Q3,09,5,Friday
888,2013-09-23,2013,Q3,09,23,Monday
889,2014-08-25,2014,Q3,08,25,Monday
890,2014-07-06,2014,Q3,07,6,Sunday
891,2014-03-01,2014,Q1,03,1,Saturday
892,2012-08-10,2012,Q3,08,10,Friday
893,2012-12-30,2012,Q4,12,30,Sunday
894,2015-01-18,2015,Q1,01,18,Sunday
895,2012-05-10,2012,Q2,05,10,Thursday
896,2012-09-06,2012,Q3,09,6,Thursday
897,2013-11-09,2013,Q4,11,9,Saturday
898,2014-10-03,2014,Q4,10,3,Friday
899,2015-08-17,2015,Q3,08,17,Monday
900,2012-10-07,2012,Q4,10,7,Sunday
901,2013-11-10,2013,Q4,11,10,Sunday
902,2014-06-01,2014,Q2,06,1,Sunday
903,2013-10-10,2013,Q4,10,10,Thursday
904,2015-06-27,2015,Q2,06,27,Saturday
905,2012-01-19,2012,Q1,01,19,Thursday
906,2013-01-27,2013,Q1,01,27,Sunday
907,2013-10-16,2013,Q4,10,16,Wednesday
908,2015-04-21,2015,Q2,04,21,Tuesday
909,2014-10-14,2014,Q4,10,14,Tuesday
910,2014-02-25,2014,Q1,02,25,Tuesday
911,2012-06-23,2012,Q2,06,23,Saturday
912,2015-11-18,2015,Q4,11,18,Wednesday
913,2014-11-23,2014,Q4,11,23,Sunday
914,2013-07-26,2013,Q3,07,26,Friday
915,2015-02-19,2015,Q1,02,19,Thursday
916,2015-08-25,2015,Q3,08,25,Tuesday
917,2014-05-23,2014,Q2,05,23,Friday
918,2015-06-02,2015,Q2,06,2,Tuesday
919,2015-12-23,2015,Q4,12,23,Wednesday
920,2014-12-21,2014,Q4,12,21,Sunday
921,2014-01-11,2014,Q1,01,11,Saturday
922,2014-10-02,2014,Q4,10,2,Thursday
923,2012-10-31,2012,Q4,10,31,Wednesday
924,2012-06-12,2012,Q2,06,12,Tuesday
925,2012-06-18,2012,Q2,06,18,Monday
926,2014-03-14,2014,Q1,03,14,Friday
927,2013-09-01,2013,Q3,09,1,Sunday
928,2014-10-05,2014,Q4,10,5,Sunday
929,2014-01-13,2014,Q1,01,13,Monday
930,2014-03-10,2014,Q1,03,10,Monday
931,2013-08-22,2013,Q3,08,22,Thursday
932,2013-06-02,2013,Q2,06,2,Sunday
933,2014-10-23,2014,Q4,10,23,Thursday
934,2014-11-19,2014,Q4,11,19,Wednesday
935,2015-05-04,2015,Q2,05,4,Monday
936,2013-03-15,2013,Q1,03,15,Friday
937,2015-04-27,2015,Q2,04,27,Monday
938,2015-11-23,2015,Q4,11,23,Monday
939,2014-06-04,2014,Q2,06,4,Wednesday
940,2013-05-15,2013,Q2,05,15,Wednesday
941,2012-09-27,2012,Q3,09,27,Thursday
942,2014-03-19,2014,Q1,03,19,Wednesday
943,2014-11-02,2014,Q4,11,2,Sunday
944,2014-08-18,2014,Q3,08,18,Monday
945,2015-07-01,2015,Q3,07,1,Wednesday
946,2014-08-03,2014,Q3,08,3,Sunday
947,2015-03-17,2015,Q1,03,17,Tuesday
948,2014-04-06,2014,Q2,04,6,Sunday
949,2012-06-16,2012,Q2,06,16,Saturday
950,2015-05-01,2015,Q2,05,1,Friday
951,2013-01-05,2013,Q1,01,5,Saturday
952,2012-11-20,2012,Q4,11,20,Tuesday
953,2014-11-10,2014,Q4,11,10,Monday
954,2014-08-09,2014,Q3,08,9,Saturday
955,2013-02-10,2013,Q1,02,10,Sunday
956,2015-02-07,2015,Q1,02,7,Saturday
957,2013-10-12,2013,Q4,10,12,Saturday
958,2014-06-25,2014,Q2,06,25,Wednesday
959,2014-12-23,2014,Q4,12,23,Tuesday
960,2013-07-27,2013,Q3,07,27,Saturday
961,2012-08-13,2012,Q3,08,13,Monday
962,2015-06-17,2015,Q2,06,17,Wednesday
963,2012-09-08,2012,Q3,09,8,Saturday
964,2014-03-18,2014,Q1,03,18,Tuesday
965,2014-03-27,2014,Q1,03,27,Thursday
966,2014-12-02,2014,Q4,12,2,Tuesday
967,2012-04-10,2012,Q2,04,10,Tuesday
968,2015-02-20,2015,Q1,02,20,Friday
969,2015-06-07,2015,Q2,06,7,Sunday
970,2015-06-09,2015,Q2,06,9,Tuesday
971,2013-07-11,2013,Q3,07,11,Thursday
972,2013-07-30,2013,Q3,07,30,Tuesday
973,2015-01-15,2015,Q1,01,15,Thursday
974,2014-04-10,2014,Q2,04,10,Thursday
975,2013-07-17,2013,Q3,07,17,Wednesday
976,2015-04-10,2015,Q2,04,10,Friday
977,2013-02-18,2013,Q1,02,18,Monday
978,2012-12-07,2012,Q4,12,7,Friday
979,2014-08-11,2014,Q3,08,11,Monday
980,2012-05-03,2012,Q2,05,3,Thursday
981,2013-03-30,2013,Q1,03,30,Saturday
982,2014-06-21,2014,Q2,06,21,Saturday
983,2015-04-30,2015,Q2,04,30,Thursday
984,2013-06-08,2013,Q2,06,8,Saturday
985,2015-05-10,2015,Q2,05,10,Sunday
986,2013-05-11,2013,Q2,05,11,Saturday
987,2013-04-10,2013,Q2,04,10,Wednesday
